1. netqlty 0.75, netp 1.0000, onep 0.0000, zerop 1.0000, randp 1.0000, kuperinp 1.0000, sxs 1
843. netqlty 0.91, netp 0.4828, onep 0.4567, zerop 0.5433, randp 0.4947, kuperinp 0.4935, sxs 1
844. netqlty 0.92, netp 0.4834, onep 0.4573, zerop 0.5427, randp 0.4941, kuperinp 0.4941, sxs 1
845. netqlty 0.85, netp 0.4828, onep 0.4568, zerop 0.5432, randp 0.4935, kuperinp 0.4935, sxs 0
846. netqlty 0.75, netp 0.4823, onep 0.4563, zerop 0.5437, randp 0.4941, kuperinp 0.4941, sxs 0
847. netqlty 0.73, netp 0.4817, onep 0.4569, zerop 0.5431, randp 0.4935, kuperinp 0.4935, sxs 0
848. netqlty 0.73, netp 0.4823, onep 0.4575, zerop 0.5425, randp 0.4929, kuperinp 0.4941, sxs 1
849. netqlty 0.82, netp 0.4829, onep 0.4582, zerop 0.5418, randp 0.4923, kuperinp 0.4947, sxs 1
850. netqlty 0.92, netp 0.4835, onep 0.4588, zerop 0.5412, randp 0.4929, kuperinp 0.4953, sxs 1
851. netqlty 0.92, netp 0.4830, onep 0.4595, zerop 0.5405, randp 0.4924, kuperinp 0.4959, sxs 0
852. netqlty 0.92, netp 0.4824, onep 0.4589, zerop 0.5411, randp 0.4918, kuperinp 0.4953, sxs 0
853. netqlty 0.82, netp 0.4818, onep 0.4596, zerop 0.5404, randp 0.4924, kuperinp 0.4947, sxs 0
854. netqlty 0.83, netp 0.4813, onep 0.4590, zerop 0.5410, randp 0.4918, kuperinp 0.4941, sxs 0
855. netqlty 0.83, netp 0.4819, onep 0.4596, zerop 0.5404, randp 0.4924, kuperinp 0.4936, sxs 1
856. netqlty 0.92, netp 0.4813, onep 0.4603, zerop 0.5397, randp 0.4918, kuperinp 0.4942, sxs 0
857. netqlty 0.85, netp 0.4819, onep 0.4609, zerop 0.5391, randp 0.4912, kuperinp 0.4947, sxs 1
858. netqlty 0.86, netp 0.4825, onep 0.4604, zerop 0.5396, randp 0.4907, kuperinp 0.4942, sxs 1
859. netqlty 0.86, netp 0.4831, onep 0.4610, zerop 0.5390, randp 0.4913, kuperinp 0.4936, sxs 1
860. netqlty 0.87, netp 0.4826, onep 0.4605, zerop 0.5395, randp 0.4919, kuperinp 0.4930, sxs 0
861. netqlty 0.86, netp 0.4832, onep 0.4611, zerop 0.5389, randp 0.4925, kuperinp 0.4925, sxs 1
862. netqlty 0.79, netp 0.4826, onep 0.4606, zerop 0.5394, randp 0.4930, kuperinp 0.4919, sxs 0
863. netqlty 0.85, netp 0.4832, onep 0.4612, zerop 0.5388, randp 0.4936, kuperinp 0.4913, sxs 1
864. netqlty 0.85, netp 0.4826, onep 0.4618, zerop 0.5382, randp 0.4942, kuperinp 0.4919, sxs 0
865. netqlty 0.85, netp 0.4832, onep 0.4624, zerop 0.5376, randp 0.4948, kuperinp 0.4925, sxs 1
866. netqlty 0.93, netp 0.4838, onep 0.4630, zerop 0.5370, randp 0.4942, kuperinp 0.4931, sxs 1
867. netqlty 0.87, netp 0.4833, onep 0.4637, zerop 0.5363, randp 0.4948, kuperinp 0.4937, sxs 0
868. netqlty 0.93, netp 0.4827, onep 0.4631, zerop 0.5369, randp 0.4942, kuperinp 0.4931, sxs 0
869. netqlty 0.86, netp 0.4833, onep 0.4638, zerop 0.5362, randp 0.4948, kuperinp 0.4925, sxs 1
870. netqlty 0.86, netp 0.4828, onep 0.4632, zerop 0.5368, randp 0.4943, kuperinp 0.4920, sxs 0
871. netqlty 0.92, netp 0.4834, onep 0.4638, zerop 0.5362, randp 0.4937, kuperinp 0.4914, sxs 1
872. netqlty 0.92, netp 0.4839, onep 0.4633, zerop 0.5367, randp 0.4931, kuperinp 0.4908, sxs 1
873. netqlty 0.92, netp 0.4834, onep 0.4628, zerop 0.5372, randp 0.4926, kuperinp 0.4914, sxs 0
874. netqlty 0.92, netp 0.4840, onep 0.4622, zerop 0.5378, randp 0.4920, kuperinp 0.4920, sxs 1
875. netqlty 0.92, netp 0.4834, onep 0.4629, zerop 0.5371, randp 0.4926, kuperinp 0.4914, sxs 0
876. netqlty 0.83, netp 0.4829, onep 0.4623, zerop 0.5377, randp 0.4920, kuperinp 0.4909, sxs 0
877. netqlty 0.82, netp 0.4823, onep 0.4629, zerop 0.5371, randp 0.4914, kuperinp 0.4903, sxs 0
878. netqlty 0.91, netp 0.4818, onep 0.4636, zerop 0.5364, randp 0.4920, kuperinp 0.4909, sxs 0
879. netqlty 0.92, netp 0.4824, onep 0.4630, zerop 0.5370, randp 0.4926, kuperinp 0.4903, sxs 1
880. netqlty 0.82, netp 0.4818, onep 0.4625, zerop 0.5375, randp 0.4932, kuperinp 0.4909, sxs 0
881. netqlty 0.82, netp 0.4824, onep 0.4631, zerop 0.5369, randp 0.4938, kuperinp 0.4904, sxs 1
882. netqlty 0.82, netp 0.4819, onep 0.4637, zerop 0.5363, randp 0.4932, kuperinp 0.4909, sxs 0
883. netqlty 0.83, netp 0.4813, onep 0.4643, zerop 0.5357, randp 0.4938, kuperinp 0.4915, sxs 0
884. netqlty 0.92, netp 0.4819, onep 0.4638, zerop 0.5362, randp 0.4932, kuperinp 0.4910, sxs 1
885. netqlty 0.73, netp 0.4825, onep 0.4633, zerop 0.5367, randp 0.4938, kuperinp 0.4915, sxs 1
886. netqlty 0.70, netp 0.4819, onep 0.4639, zerop 0.5361, randp 0.4944, kuperinp 0.4910, sxs 0
887. netqlty 0.80, netp 0.4825, onep 0.4634, zerop 0.5366, randp 0.4949, kuperinp 0.4904, sxs 1
888. netqlty 0.67, netp 0.4820, onep 0.4628, zerop 0.5372, randp 0.4955, kuperinp 0.4910, sxs 0
889. netqlty 0.78, netp 0.4814, onep 0.4634, zerop 0.5366, randp 0.4961, kuperinp 0.4904, sxs 0
890. netqlty 0.78, netp 0.4809, onep 0.4640, zerop 0.5360, randp 0.4966, kuperinp 0.4910, sxs 0
891. netqlty 0.80, netp 0.4804, onep 0.4635, zerop 0.5365, randp 0.4961, kuperinp 0.4905, sxs 0
892. netqlty 0.67, netp 0.4798, onep 0.4630, zerop 0.5370, randp 0.4966, kuperinp 0.4910, sxs 0
893. netqlty 0.89, netp 0.4804, onep 0.4636, zerop 0.5364, randp 0.4961, kuperinp 0.4905, sxs 1
894. netqlty 0.70, netp 0.4799, onep 0.4631, zerop 0.5369, randp 0.4955, kuperinp 0.4899, sxs 0
895. netqlty 0.90, netp 0.4793, onep 0.4626, zerop 0.5374, randp 0.4961, kuperinp 0.4905, sxs 0
896. netqlty 0.89, netp 0.4799, onep 0.4632, zerop 0.5368, randp 0.4955, kuperinp 0.4900, sxs 1
897. netqlty 0.90, netp 0.4794, onep 0.4627, zerop 0.5373, randp 0.4950, kuperinp 0.4894, sxs 0
898. netqlty 0.78, netp 0.4800, onep 0.4621, zerop 0.5379, randp 0.4944, kuperinp 0.4900, sxs 1
899. netqlty 0.88, netp 0.4805, onep 0.4627, zerop 0.5373, randp 0.4939, kuperinp 0.4894, sxs 1
900. netqlty 0.89, netp 0.4800, onep 0.4622, zerop 0.5378, randp 0.4944, kuperinp 0.4889, sxs 0
901. netqlty 0.89, netp 0.4795, onep 0.4628, zerop 0.5372, randp 0.4939, kuperinp 0.4883, sxs 0
902. netqlty 0.78, netp 0.4789, onep 0.4634, zerop 0.5366, randp 0.4945, kuperinp 0.4889, sxs 0
903. netqlty 0.89, netp 0.4784, onep 0.4640, zerop 0.5360, randp 0.4950, kuperinp 0.4895, sxs 0
904. netqlty 0.78, netp 0.4790, onep 0.4646, zerop 0.5354, randp 0.4945, kuperinp 0.4900, sxs 1
905. netqlty 0.80, netp 0.4796, onep 0.4641, zerop 0.5359, randp 0.4950, kuperinp 0.4895, sxs 1
906. netqlty 0.80, netp 0.4801, onep 0.4647, zerop 0.5353, randp 0.4945, kuperinp 0.4890, sxs 1
907. netqlty 0.90, netp 0.4807, onep 0.4642, zerop 0.5358, randp 0.4950, kuperinp 0.4884, sxs 1
908. netqlty 0.80, netp 0.4813, onep 0.4637, zerop 0.5363, randp 0.4945, kuperinp 0.4890, sxs 1
909. netqlty 0.80, netp 0.4807, onep 0.4631, zerop 0.5369, randp 0.4950, kuperinp 0.4895, sxs 0
910. netqlty 0.67, netp 0.4802, onep 0.4637, zerop 0.5363, randp 0.4956, kuperinp 0.4890, sxs 0
911. netqlty 0.78, netp 0.4808, onep 0.4632, zerop 0.5368, randp 0.4962, kuperinp 0.4885, sxs 1
912. netqlty 0.89, netp 0.4803, onep 0.4638, zerop 0.5362, randp 0.4967, kuperinp 0.4879, sxs 0
913. netqlty 0.80, netp 0.4797, onep 0.4644, zerop 0.5356, randp 0.4973, kuperinp 0.4885, sxs 0
914. netqlty 0.70, netp 0.4803, onep 0.4650, zerop 0.5350, randp 0.4967, kuperinp 0.4891, sxs 1
915. netqlty 0.82, netp 0.4798, onep 0.4656, zerop 0.5344, randp 0.4962, kuperinp 0.4896, sxs 0
916. netqlty 0.83, netp 0.4803, onep 0.4651, zerop 0.5349, randp 0.4956, kuperinp 0.4891, sxs 1
917. netqlty 0.91, netp 0.4798, onep 0.4646, zerop 0.5354, randp 0.4951, kuperinp 0.4896, sxs 0
918. netqlty 0.82, netp 0.4804, onep 0.4651, zerop 0.5349, randp 0.4956, kuperinp 0.4891, sxs 1
919. netqlty 0.75, netp 0.4799, onep 0.4657, zerop 0.5343, randp 0.4962, kuperinp 0.4897, sxs 0
920. netqlty 0.83, netp 0.4793, onep 0.4663, zerop 0.5337, randp 0.4967, kuperinp 0.4902, sxs 0
921. netqlty 0.77, netp 0.4799, onep 0.4658, zerop 0.5342, randp 0.4973, kuperinp 0.4897, sxs 1
922. netqlty 0.75, netp 0.4805, onep 0.4653, zerop 0.5347, randp 0.4967, kuperinp 0.4902, sxs 1
923. netqlty 0.73, netp 0.4810, onep 0.4648, zerop 0.5352, randp 0.4962, kuperinp 0.4908, sxs 1
924. netqlty 0.80, netp 0.4816, onep 0.4643, zerop 0.5357, randp 0.4957, kuperinp 0.4913, sxs 1
925. netqlty 1.00, netp 0.4811, onep 0.4649, zerop 0.5351, randp 0.4962, kuperinp 0.4908, sxs 0
926. netqlty 0.90, netp 0.4806, onep 0.4654, zerop 0.5346, randp 0.4968, kuperinp 0.4914, sxs 0
927. netqlty 0.80, netp 0.4800, onep 0.4649, zerop 0.5351, randp 0.4973, kuperinp 0.4908, sxs 0
928. netqlty 0.80, netp 0.4795, onep 0.4644, zerop 0.5356, randp 0.4978, kuperinp 0.4914, sxs 0
929. netqlty 0.80, netp 0.4790, onep 0.4650, zerop 0.5350, randp 0.4973, kuperinp 0.4909, sxs 0
930. netqlty 0.91, netp 0.4785, onep 0.4656, zerop 0.5344, randp 0.4968, kuperinp 0.4914, sxs 0
931. netqlty 1.00, netp 0.4791, onep 0.4651, zerop 0.5349, randp 0.4973, kuperinp 0.4909, sxs 1
932. netqlty 0.82, netp 0.4785, onep 0.4657, zerop 0.5343, randp 0.4968, kuperinp 0.4903, sxs 0
933. netqlty 0.82, netp 0.4780, onep 0.4652, zerop 0.5348, randp 0.4973, kuperinp 0.4898, sxs 0
934. netqlty 0.70, netp 0.4786, onep 0.4647, zerop 0.5353, randp 0.4968, kuperinp 0.4904, sxs 1
935. netqlty 0.67, netp 0.4781, onep 0.4652, zerop 0.5348, randp 0.4973, kuperinp 0.4898, sxs 0
936. netqlty 0.78, netp 0.4776, onep 0.4647, zerop 0.5353, randp 0.4979, kuperinp 0.4893, sxs 0
937. netqlty 0.89, netp 0.4771, onep 0.4653, zerop 0.5347, randp 0.4984, kuperinp 0.4888, sxs 0
938. netqlty 0.90, netp 0.4776, onep 0.4659, zerop 0.5341, randp 0.4989, kuperinp 0.4893, sxs 1
939. netqlty 0.90, netp 0.4782, onep 0.4654, zerop 0.5346, randp 0.4984, kuperinp 0.4888, sxs 1
940. netqlty 0.78, netp 0.4787, onep 0.4660, zerop 0.5340, randp 0.4979, kuperinp 0.4883, sxs 1
941. netqlty 0.89, netp 0.4793, onep 0.4655, zerop 0.5345, randp 0.4973, kuperinp 0.4878, sxs 1
942. netqlty 0.67, netp 0.4798, onep 0.4650, zerop 0.5350, randp 0.4968, kuperinp 0.4883, sxs 1
943. netqlty 0.78, netp 0.4793, onep 0.4645, zerop 0.5355, randp 0.4963, kuperinp 0.4889, sxs 0
944. netqlty 0.78, netp 0.4788, onep 0.4650, zerop 0.5350, randp 0.4958, kuperinp 0.4883, sxs 0
945. netqlty 0.90, netp 0.4783, onep 0.4656, zerop 0.5344, randp 0.4963, kuperinp 0.4889, sxs 0
946. netqlty 0.60, netp 0.4789, onep 0.4651, zerop 0.5349, randp 0.4958, kuperinp 0.4884, sxs 1
947. netqlty 0.56, netp 0.4784, onep 0.4657, zerop 0.5343, randp 0.4963, kuperinp 0.4879, sxs 0
948. netqlty 0.80, netp 0.4789, onep 0.4652, zerop 0.5348, randp 0.4958, kuperinp 0.4873, sxs 1
949. netqlty 0.80, netp 0.4795, onep 0.4658, zerop 0.5342, randp 0.4953, kuperinp 0.4868, sxs 1
950. netqlty 0.80, netp 0.4800, onep 0.4653, zerop 0.5347, randp 0.4947, kuperinp 0.4863, sxs 1
951. netqlty 0.67, netp 0.4795, onep 0.4648, zerop 0.5352, randp 0.4942, kuperinp 0.4869, sxs 0
952. netqlty 0.78, netp 0.4790, onep 0.4653, zerop 0.5347, randp 0.4937, kuperinp 0.4863, sxs 0
953. netqlty 0.78, netp 0.4785, onep 0.4659, zerop 0.5341, randp 0.4932, kuperinp 0.4869, sxs 0
954. netqlty 0.80, netp 0.4780, onep 0.4665, zerop 0.5335, randp 0.4927, kuperinp 0.4874, sxs 0
955. netqlty 0.82, netp 0.4775, onep 0.4660, zerop 0.5340, randp 0.4932, kuperinp 0.4869, sxs 0
956. netqlty 0.90, netp 0.4780, onep 0.4665, zerop 0.5335, randp 0.4937, kuperinp 0.4864, sxs 1
957. netqlty 0.82, netp 0.4775, onep 0.4660, zerop 0.5340, randp 0.4932, kuperinp 0.4859, sxs 0
958. netqlty 0.80, netp 0.4781, onep 0.4666, zerop 0.5334, randp 0.4937, kuperinp 0.4854, sxs 1
959. netqlty 0.90, netp 0.4776, onep 0.4672, zerop 0.5328, randp 0.4943, kuperinp 0.4859, sxs 0
960. netqlty 0.82, netp 0.4781, onep 0.4677, zerop 0.5323, randp 0.4948, kuperinp 0.4865, sxs 1
961. netqlty 0.82, netp 0.4776, onep 0.4683, zerop 0.5317, randp 0.4953, kuperinp 0.4870, sxs 0
962. netqlty 0.83, netp 0.4771, onep 0.4678, zerop 0.5322, randp 0.4958, kuperinp 0.4865, sxs 0
963. netqlty 0.83, netp 0.4777, onep 0.4683, zerop 0.5317, randp 0.4964, kuperinp 0.4860, sxs 1
964. netqlty 0.92, netp 0.4782, onep 0.4678, zerop 0.5322, randp 0.4959, kuperinp 0.4855, sxs 1
965. netqlty 0.75, netp 0.4777, onep 0.4684, zerop 0.5316, randp 0.4953, kuperinp 0.4850, sxs 0
966. netqlty 0.83, netp 0.4772, onep 0.4689, zerop 0.5311, randp 0.4959, kuperinp 0.4855, sxs 0
967. netqlty 0.92, netp 0.4767, onep 0.4695, zerop 0.5305, randp 0.4953, kuperinp 0.4860, sxs 0
968. netqlty 0.85, netp 0.4773, onep 0.4690, zerop 0.5310, randp 0.4959, kuperinp 0.4855, sxs 1
969. netqlty 0.85, netp 0.4768, onep 0.4685, zerop 0.5315, randp 0.4964, kuperinp 0.4861, sxs 0
970. netqlty 0.83, netp 0.4773, onep 0.4691, zerop 0.5309, randp 0.4969, kuperinp 0.4856, sxs 1
971. netqlty 0.85, netp 0.4779, onep 0.4686, zerop 0.5314, randp 0.4964, kuperinp 0.4851, sxs 1
972. netqlty 0.85, netp 0.4774, onep 0.4691, zerop 0.5309, randp 0.4959, kuperinp 0.4846, sxs 0
973. netqlty 0.85, netp 0.4769, onep 0.4697, zerop 0.5303, randp 0.4964, kuperinp 0.4851, sxs 0
974. netqlty 0.85, netp 0.4764, onep 0.4692, zerop 0.5308, randp 0.4959, kuperinp 0.4846, sxs 0
975. netqlty 0.83, netp 0.4769, onep 0.4697, zerop 0.5303, randp 0.4954, kuperinp 0.4841, sxs 1
976. netqlty 0.85, netp 0.4775, onep 0.4693, zerop 0.5307, randp 0.4959, kuperinp 0.4836, sxs 1
977. netqlty 0.83, netp 0.4770, onep 0.4688, zerop 0.5312, randp 0.4954, kuperinp 0.4841, sxs 0
978. netqlty 0.75, netp 0.4765, onep 0.4693, zerop 0.5307, randp 0.4959, kuperinp 0.4836, sxs 0
979. netqlty 0.92, netp 0.4770, onep 0.4699, zerop 0.5301, randp 0.4954, kuperinp 0.4842, sxs 1
980. netqlty 0.75, netp 0.4765, onep 0.4704, zerop 0.5296, randp 0.4959, kuperinp 0.4847, sxs 0
981. netqlty 0.83, netp 0.4760, onep 0.4699, zerop 0.5301, randp 0.4954, kuperinp 0.4842, sxs 0
982. netqlty 0.82, netp 0.4766, onep 0.4695, zerop 0.5305, randp 0.4959, kuperinp 0.4847, sxs 1
983. netqlty 0.73, netp 0.4761, onep 0.4700, zerop 0.5300, randp 0.4964, kuperinp 0.4842, sxs 0
984. netqlty 0.82, netp 0.4766, onep 0.4705, zerop 0.5295, randp 0.4959, kuperinp 0.4848, sxs 1
985. netqlty 0.83, netp 0.4761, onep 0.4701, zerop 0.5299, randp 0.4964, kuperinp 0.4843, sxs 0
986. netqlty 0.73, netp 0.4767, onep 0.4706, zerop 0.5294, randp 0.4959, kuperinp 0.4838, sxs 1
987. netqlty 0.82, netp 0.4772, onep 0.4711, zerop 0.5289, randp 0.4954, kuperinp 0.4843, sxs 1
988. netqlty 0.82, netp 0.4777, onep 0.4717, zerop 0.5283, randp 0.4949, kuperinp 0.4848, sxs 1
989. netqlty 0.92, netp 0.4783, onep 0.4712, zerop 0.5288, randp 0.4944, kuperinp 0.4843, sxs 1
990. netqlty 0.83, netp 0.4788, onep 0.4717, zerop 0.5283, randp 0.4949, kuperinp 0.4838, sxs 1
991. netqlty 0.92, netp 0.4793, onep 0.4723, zerop 0.5277, randp 0.4945, kuperinp 0.4844, sxs 1
992. netqlty 0.77, netp 0.4788, onep 0.4718, zerop 0.5282, randp 0.4950, kuperinp 0.4839, sxs 0
993. netqlty 0.83, netp 0.4783, onep 0.4723, zerop 0.5277, randp 0.4945, kuperinp 0.4834, sxs 0
994. netqlty 0.83, netp 0.4779, onep 0.4718, zerop 0.5282, randp 0.4950, kuperinp 0.4829, sxs 0
995. netqlty 0.92, netp 0.4784, onep 0.4724, zerop 0.5276, randp 0.4945, kuperinp 0.4824, sxs 1
996. netqlty 0.83, netp 0.4789, onep 0.4719, zerop 0.5281, randp 0.4950, kuperinp 0.4819, sxs 1
997. netqlty 0.83, netp 0.4794, onep 0.4724, zerop 0.5276, randp 0.4945, kuperinp 0.4814, sxs 1
998. netqlty 0.85, netp 0.4790, onep 0.4729, zerop 0.5271, randp 0.4940, kuperinp 0.4820, sxs 0
999. netqlty 0.85, netp 0.4795, onep 0.4735, zerop 0.5265, randp 0.4945, kuperinp 0.4825, sxs 1
1000. netqlty 0.85, netp 0.4800, onep 0.4740, zerop 0.5260, randp 0.4950, kuperinp 0.4830, sxs 1
1001. netqlty 0.85, netp 0.4795, onep 0.4745, zerop 0.5255, randp 0.4955, kuperinp 0.4835, sxs 0
1002. netqlty 0.93, netp 0.4790, onep 0.4741, zerop 0.5259, randp 0.4960, kuperinp 0.4830, sxs 0
1003. netqlty 0.86, netp 0.4786, onep 0.4736, zerop 0.5264, randp 0.4955, kuperinp 0.4835, sxs 0
1004. netqlty 0.85, netp 0.4781, onep 0.4741, zerop 0.5259, randp 0.4960, kuperinp 0.4831, sxs 0
1005. netqlty 0.85, netp 0.4776, onep 0.4736, zerop 0.5264, randp 0.4965, kuperinp 0.4826, sxs 0
1006. netqlty 0.85, netp 0.4771, onep 0.4732, zerop 0.5268, randp 0.4970, kuperinp 0.4831, sxs 0
1007. netqlty 0.75, netp 0.4767, onep 0.4737, zerop 0.5263, randp 0.4965, kuperinp 0.4826, sxs 0
1008. netqlty 0.92, netp 0.4772, onep 0.4732, zerop 0.5268, randp 0.4970, kuperinp 0.4821, sxs 1
1009. netqlty 0.82, netp 0.4777, onep 0.4737, zerop 0.5263, randp 0.4965, kuperinp 0.4817, sxs 1
1010. netqlty 0.83, netp 0.4772, onep 0.4743, zerop 0.5257, randp 0.4970, kuperinp 0.4822, sxs 0
1011. netqlty 0.83, netp 0.4777, onep 0.4738, zerop 0.5262, randp 0.4975, kuperinp 0.4817, sxs 1
1012. netqlty 0.82, netp 0.4783, onep 0.4743, zerop 0.5257, randp 0.4970, kuperinp 0.4812, sxs 1
1013. netqlty 0.83, netp 0.4778, onep 0.4748, zerop 0.5252, randp 0.4965, kuperinp 0.4817, sxs 0
1014. netqlty 0.83, netp 0.4773, onep 0.4753, zerop 0.5247, randp 0.4970, kuperinp 0.4822, sxs 0
1015. netqlty 0.77, netp 0.4768, onep 0.4749, zerop 0.5251, randp 0.4966, kuperinp 0.4818, sxs 0
1016. netqlty 0.83, netp 0.4764, onep 0.4754, zerop 0.5246, randp 0.4961, kuperinp 0.4813, sxs 0
1017. netqlty 0.85, netp 0.4769, onep 0.4759, zerop 0.5241, randp 0.4956, kuperinp 0.4818, sxs 1
1018. netqlty 0.85, netp 0.4764, onep 0.4764, zerop 0.5236, randp 0.4951, kuperinp 0.4823, sxs 0
1019. netqlty 0.77, netp 0.4769, onep 0.4769, zerop 0.5231, randp 0.4956, kuperinp 0.4828, sxs 1
1020. netqlty 0.85, netp 0.4765, onep 0.4765, zerop 0.5235, randp 0.4951, kuperinp 0.4824, sxs 0
1021. netqlty 0.83, netp 0.4770, onep 0.4770, zerop 0.5230, randp 0.4956, kuperinp 0.4819, sxs 1
1022. netqlty 0.75, netp 0.4765, onep 0.4765, zerop 0.5235, randp 0.4961, kuperinp 0.4814, sxs 0
1023. netqlty 0.83, netp 0.4770, onep 0.4770, zerop 0.5230, randp 0.4966, kuperinp 0.4809, sxs 1
1024. netqlty 0.85, netp 0.4775, onep 0.4766, zerop 0.5234, randp 0.4961, kuperinp 0.4805, sxs 1
1025. netqlty 0.92, netp 0.4780, onep 0.4771, zerop 0.5229, randp 0.4956, kuperinp 0.4800, sxs 1
1026. netqlty 0.92, netp 0.4786, onep 0.4776, zerop 0.5224, randp 0.4951, kuperinp 0.4805, sxs 1
1027. netqlty 0.86, netp 0.4781, onep 0.4771, zerop 0.5229, randp 0.4956, kuperinp 0.4800, sxs 0
1028. netqlty 0.92, netp 0.4776, onep 0.4767, zerop 0.5233, randp 0.4951, kuperinp 0.4805, sxs 0
1029. netqlty 0.77, netp 0.4772, onep 0.4772, zerop 0.5228, randp 0.4947, kuperinp 0.4801, sxs 0
1030. netqlty 0.85, netp 0.4767, onep 0.4767, zerop 0.5233, randp 0.4942, kuperinp 0.4796, sxs 0
1031. netqlty 0.92, netp 0.4772, onep 0.4772, zerop 0.5228, randp 0.4947, kuperinp 0.4791, sxs 1
1032. netqlty 0.85, netp 0.4777, onep 0.4777, zerop 0.5223, randp 0.4952, kuperinp 0.4797, sxs 1
1033. netqlty 0.85, netp 0.4782, onep 0.4782, zerop 0.5218, randp 0.4947, kuperinp 0.4802, sxs 1
1034. netqlty 0.85, netp 0.4787, onep 0.4778, zerop 0.5222, randp 0.4942, kuperinp 0.4797, sxs 1
1035. netqlty 0.75, netp 0.4783, onep 0.4773, zerop 0.5227, randp 0.4937, kuperinp 0.4802, sxs 0
1036. netqlty 0.75, netp 0.4788, onep 0.4778, zerop 0.5222, randp 0.4942, kuperinp 0.4797, sxs 1
1037. netqlty 0.83, netp 0.4783, onep 0.4783, zerop 0.5217, randp 0.4937, kuperinp 0.4802, sxs 0
1038. netqlty 0.92, netp 0.4778, onep 0.4788, zerop 0.5212, randp 0.4933, kuperinp 0.4807, sxs 0
1039. netqlty 0.83, netp 0.4774, onep 0.4783, zerop 0.5217, randp 0.4928, kuperinp 0.4803, sxs 0
1040. netqlty 0.82, netp 0.4769, onep 0.4788, zerop 0.5212, randp 0.4923, kuperinp 0.4798, sxs 0
1041. netqlty 0.83, netp 0.4774, onep 0.4784, zerop 0.5216, randp 0.4928, kuperinp 0.4793, sxs 1
1042. netqlty 0.82, netp 0.4770, onep 0.4789, zerop 0.5211, randp 0.4923, kuperinp 0.4789, sxs 0
1043. netqlty 0.75, netp 0.4765, onep 0.4784, zerop 0.5216, randp 0.4928, kuperinp 0.4784, sxs 0
1044. netqlty 0.82, netp 0.4770, onep 0.4789, zerop 0.5211, randp 0.4933, kuperinp 0.4780, sxs 1
1045. netqlty 0.92, netp 0.4766, onep 0.4794, zerop 0.5206, randp 0.4938, kuperinp 0.4785, sxs 0
1046. netqlty 0.83, netp 0.4761, onep 0.4799, zerop 0.5201, randp 0.4933, kuperinp 0.4790, sxs 0
1047. netqlty 0.83, netp 0.4766, onep 0.4795, zerop 0.5205, randp 0.4928, kuperinp 0.4785, sxs 1
1048. netqlty 0.83, netp 0.4771, onep 0.4800, zerop 0.5200, randp 0.4924, kuperinp 0.4781, sxs 1
1049. netqlty 0.85, netp 0.4776, onep 0.4805, zerop 0.5195, randp 0.4929, kuperinp 0.4786, sxs 1
1050. netqlty 0.85, netp 0.4771, onep 0.4810, zerop 0.5190, randp 0.4924, kuperinp 0.4790, sxs 0
1051. netqlty 0.79, netp 0.4767, onep 0.4805, zerop 0.5195, randp 0.4929, kuperinp 0.4786, sxs 0
1052. netqlty 0.92, netp 0.4762, onep 0.4800, zerop 0.5200, randp 0.4924, kuperinp 0.4791, sxs 0
1053. netqlty 0.83, netp 0.4758, onep 0.4796, zerop 0.5204, randp 0.4919, kuperinp 0.4796, sxs 0
1054. netqlty 0.82, netp 0.4763, onep 0.4801, zerop 0.5199, randp 0.4915, kuperinp 0.4791, sxs 1
1055. netqlty 0.83, netp 0.4758, onep 0.4796, zerop 0.5204, randp 0.4910, kuperinp 0.4787, sxs 0
1056. netqlty 0.75, netp 0.4754, onep 0.4792, zerop 0.5208, randp 0.4915, kuperinp 0.4792, sxs 0
1057. netqlty 0.82, netp 0.4749, onep 0.4797, zerop 0.5203, randp 0.4910, kuperinp 0.4787, sxs 0
1058. netqlty 0.73, netp 0.4754, onep 0.4792, zerop 0.5208, randp 0.4905, kuperinp 0.4783, sxs 1
1059. netqlty 0.80, netp 0.4759, onep 0.4797, zerop 0.5203, randp 0.4910, kuperinp 0.4778, sxs 1
1060. netqlty 0.73, netp 0.4755, onep 0.4802, zerop 0.5198, randp 0.4915, kuperinp 0.4783, sxs 0
1061. netqlty 0.73, netp 0.4750, onep 0.4797, zerop 0.5203, randp 0.4910, kuperinp 0.4779, sxs 0
1062. netqlty 0.73, netp 0.4746, onep 0.4802, zerop 0.5198, randp 0.4906, kuperinp 0.4774, sxs 0
1063. netqlty 0.82, netp 0.4741, onep 0.4807, zerop 0.5193, randp 0.4911, kuperinp 0.4779, sxs 0
1064. netqlty 0.75, netp 0.4737, onep 0.4812, zerop 0.5188, randp 0.4915, kuperinp 0.4784, sxs 0
1065. netqlty 0.67, netp 0.4732, onep 0.4808, zerop 0.5192, randp 0.4911, kuperinp 0.4779, sxs 0
1066. netqlty 0.82, netp 0.4737, onep 0.4803, zerop 0.5197, randp 0.4906, kuperinp 0.4784, sxs 1
1067. netqlty 0.80, netp 0.4742, onep 0.4799, zerop 0.5201, randp 0.4911, kuperinp 0.4789, sxs 1
1068. netqlty 0.80, netp 0.4738, onep 0.4803, zerop 0.5197, randp 0.4906, kuperinp 0.4785, sxs 0
1069. netqlty 0.80, netp 0.4733, onep 0.4799, zerop 0.5201, randp 0.4911, kuperinp 0.4780, sxs 0
